date;senders;receivers
1948-02-02;"Koppe, Heinz (1918-2000); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Unbekannt
1948-02-09;"Koppe, Heinz (1918-2000); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Born, Max (1882-1970); University of Edinburgh. Department of Mathematical Physics"
1948-02-10;Unbekannt;"Heisenberg, Werner (1901-1976); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1948-02-18;Schwabe, Wilhelm [vermutlich];"Heisenberg, Werner (1901-1976) [vermutlich]; Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1948-02-20;"Heisenberg, Werner (1901-1976); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Göttingen
1948-02-28;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Schwabe, Wilhelm [vermutlich]
1948-02-28;"Koppe, Heinz (1918-2000); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Gutzmann, K. Herbert
1948-02-28;"Koppe, Heinz (1918-2000); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Deichelbohrer, Mattheus
1948-02-28;"Koppe, Heinz (1918-2000); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Unbekannt
1948-03-02;Schwabe, Wilhelm [vermutlich];"Heisenberg, Werner (1901-1976) [vermutlich]; Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1948-03-03;Schwabe, Wilhelm [vermutlich];"Heisenberg, Werner (1901-1976) [vermutlich]; Max-Planck-Institut für Physik (1946-1958)"
1948-03-03;Deichelbohrer, Mattheus;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)"
1948-03-06;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";"Haar, D. ter (1919-2002) [vermutlich]; Purdue University. Department of Physics"
1948-03-06;Schwabe, Wilhelm [vermutlich];"Heisenberg, Werner (1901-1976) [vermutlich]; Max-Planck-Institut für Physik (1946-1958)"
1948-03-07;Schwabe, Wilhelm [vermutlich];"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)"
1948-03;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Schwabe, Wilhelm [vermutlich]
1948-03-10;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Schwabe, Wilhelm [vermutlich]
1948-04-16;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Unbekannt
1948-04-16;"Koppe, Heinz (1918-2000); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Deichelbohrer, Mattheus
1948-04-13;"Haar, D. ter (1919-2002); Purdue University. Department of Physics";"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)"
1948-05-03;"Koppe, Heinz (1918-2000); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Haar, D. ter (1919-2002) [vermutlich]
1948-05-03;Max-Planck-Institut für Physik. Direktion. Sekretariat;Zeitschrift für Naturforschung. Redaktion
1948-04-02;Deutschland (DDR). Amt für Maß und Gewicht (1946-1961);"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)"
1948-05-11;Kompass-Verlag (1946-);"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)"
1948-05-13;Willers, Friedrich Adolf (1883-1959);"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)"
1948-05-27;"Koppe, Heinz (1918-2000); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Willers, Friedrich Adolf (1883-1959)
1948-07-23;Deutschland (DDR). Amt für Maß und Gewicht (1946-1961);"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)"
1948-05-27;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Die Naturwissenschaften. Redaktion (Göttingen)
1948-08-21;Doering, Joachim (1922-);"Koppe, Heinz (1918-2000) [vermutlich]; Max-Planck-Institut für Physik (1946-1958)"
1948-08-25;"Koppe, Heinz (1918-2000); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Doering, Joachim (1922-)
1948-09-07;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Verlag Chemie (1921-1985)
1948-09-14;Justi, Eduard (1904-1986);"Koppe, Heinz (1918-2000) [vermutlich]; Max-Planck-Institut für Physik (1946-1958)"
1948-09-16;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Justi, Eduard (1904-1986)
1948-09-16;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Schubert, Gerhard U. (1916-1999) [vermutlich]
1948-09-17;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Unbekannt
1948-09-24;Schubert, Gerhard U. (1916-1999);"Koppe, Heinz (1918-2000) [vermutlich]; Max-Planck-Institut für Physik (1946-1958)"
1948-09-24;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Verlag Chemie (1921-1985)
1948-10-14;Koppe, Heinz (1918-2000);"Klemm, Alfred (1913-2013); Zeitschrift für Naturforschung. Redaktion"
1948-10-19;Koppe, Heinz (1918-2000);"Waldmann, Ludwig (1913-1980); Kaiser-Wilhelm-Institut für Chemie"
1948-10-26;Boersch, Hans (1909-1986);"Koppe, Heinz (1918-2000) [vermutlich]; Max-Planck-Institut für Physik (1946-1958)"
1948-11-02;Koppe, Heinz (1918-2000);"Klemm, Alfred (1913-2013); Zeitschrift für Naturforschung. Redaktion"
1948-11-09;Liebich, Karl;Heisenberg, Werner (1901-1976)
1948-11-10;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Oehmichen, Kurt
1948-11-25;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Westphal, Wilhelm H. (1882-1978) [vermutlich]
1948-12-22;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Haar, D. ter (1919-2002)
1948-12-27;Fromm, Helmut;Heisenberg, Werner (1901-1976)
1949-01-07;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Liebich, Karl
1949-01-07;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Fromm, Helmut
1949-01-17;Koppe, Heinz (1918-2000);"Klemm, Alfred (1913-2013); Zeitschrift für Naturforschung. Redaktion"
1949-03-14;"Koebner, Franz Wolfgang (1885-); Filmpost GmbH (Frankfurt, Main; Büdingen)";Heisenberg, Werner (1901-1976)
1949-03-21;Koppe, Heinz (1918-2000);Deutsche Bunsen-Gesellschaft für Physikalische Chemie
1949-03-23;Max-Planck-Institut für Physik. Direktion. Sekretariat;"Koebner, Franz Wolfgang (1885-); Filmpost GmbH (Frankfurt, Main; Büdingen)"
1948;Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.. Bibliothek;"Koppe, Heinz (1918-2000) [vermutlich]; Max-Planck-Institut für Physik (1946-1958)"
1949-03-16;Wenner, Paul [vermutlich];Heisenberg, Werner (1901-1976)
1949-04-11;Koppe, Heinz (1918-2000);Wenner, Paul
1949-04-25;"Haar, D. ter (1919-2002); Purdue University. Department of Physics";"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)"
1949-05-20;"Koppe, Arthur [vermutlich]; Rob. Friese's Buch- und Kunsthandlung Arthur u. Otto Koppe (Chemnitz) (1919-)";"Hügel, Käte; Max-Planck-Institut für Physik. Direktion. Sekretariat"
1949-07-07;Gesellschaft Deutscher Chemiker;Max-Planck-Institut für Physik. Direktion. Sekretariat
1949-07-05;Max-Planck-Institut für Physik. Direktion. Sekretariat;Gesellschaft Deutscher Chemiker
1949-07-05;Max-Planck-Institut für Physik. Direktion. Sekretariat;Physikalische Blätter
1949-07-06;"Hügel, Käte [vermutlich]; Max-Planck-Institut für Physik. Direktion. Sekretariat";Koppe, Heinz (1918-2000) [vermutlich]
1949-07-09;Max-Planck-Institut für Physik. Direktion. Sekretariat;Gesellschaft Deutscher Chemiker
1949-07-13;"Möglich, Friedrich (1902-1957); Max-Planck-Institut für Physik. Direktion. Sekretariat";"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)"
1950-07-15;Association pour les études texturales;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)"
1949-04-11;"Koppe, Heinz (1918-2000); Max-Planck-Institut für Physik (1946-1958)";Weizsäcker, Carl Friedrich von (1912-2007)
1946-07-20;"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Unbekannt
1946-08-13;"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Böhme, Horst (1908-1996); Philipps-Universität Marburg. Pharmaceutisch-Chemisches Institut"
1946-09-11;"Böhme, Horst (1908-1996); Philipps-Universität Marburg. Pharmaceutisch-Chemisches Institut";"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1946-09-27;"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Bleihütte Oker (-1970)
1947-04-20;Lichtbilderverlag Theodor Benzinger (1903-1936);"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1947-07-09;"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Fraser, Ronald G. J. (1899-1985)
1947-06-09;Brakel. Amtsdirektor;"Korsching, Horst (1912-1998); Max-Planck-Institut für Physik (1946-1958)"
1947-06-14;"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Brakel. Amtsdirektor
1947-06-23;"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Schüler, Hermann (1894-1964)
1947-06-23;"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Unbekannt
1947-07-24;"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Heisenberg, Werner (1901-1976)
1947-07;Heisenberg, Werner (1901-1976);Korsching, Horst (1912-1998)
1947-07-09;"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Fraser, Ronald G. J. (1899-1985)
1947-10-16;"Schön, Michael; Physikalische Berichte : Verbandsorgan der Deutschen Physikalischen Gesellschaft (DPG). Redaktion";"Korsching, Horst (1912-1998); Max-Planck-Institut für Physik (1946-1958)"
1948-07-28;Unbekannt;"Korsching, Horst (1912-1998); Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-09-27;"Korsching, Horst (1912-1998); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Unbekannt
1948-09-27;"Korsching, Horst (1912-1998); Max-Planck-Institut für Physik (1946-1958)";Adrian, Friedrich
1949-06-14;"Claussen, Hein C.; Ernst Leitz GmbH (1850-1976)";"Korsching, Horst (1912-1998); Max-Planck-Institut für Physik (1946-1958)"
1949-07-01;"Korsching, Horst (1912-1998); Max-Planck-Institut für Physik (1946-1958)";"Krantz, Fritz (1901-1974) [vermutlich]; Rheinisches Mineralien-Kontor (1850-)"
1949-07-05;"Krantz, Fritz (1901-1974); Rheinisches Mineralien-Kontor (1850-)";"Korsching, Horst (1912-1998); Max-Planck-Institut für Physik (1946-1958)"
1949-07-21;"Korsching, Horst (1912-1998); Max-Planck-Institut für Physik (1946-1958)";"Krantz, Fritz (1901-1974); Rheinisches Mineralien-Kontor (1850-)"
1950-11-17;"Lüst, Reimar (1923-2020); Max-Planck-Institut für Physik (1946-1958)";Unbekannt
1950-11-17;"Lüst, Reimar (1923-2020); Max-Planck-Institut für Physik (1946-1958)";Unbekannt
1950-01-18;"Macke, Wilhelm (1920-1994); Max-Planck-Institut für Physik (1946-1958)";Zeitschrift für Naturforschung. Redaktion
1948-04-28;Staatliches Gesundheitsamt (Göttingen);Heisenberg, Werner (1901-1976)
1950-10-19;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)";Joliot-Curie, Frédéric (1900-1958)
1948-04-28;Sewing, Karl Heinz (1913-);Heisenberg, Werner (1901-1976)
1948-04-16;Butterweck, Fritz;Heisenberg, Werner (1901-1976)
1949-12-28;Mutzenbecher, Hans Esdras (1897-1983);Thompson, J. W. R.
1946-12-06;"Zwicky, Fritz (1898-1974); California Institute of Technology (1891-)";Heisenberg, Werner (1901-1976)
1950;"Joliot-Curie, Frédéric (1900-1958); Comité du Congrès Mondial des Partisans de la Paix";Heisenberg, Werner (1901-1976) [vermutlich]
1947-03-24;Wang, Foh-san (1908-);Heisenberg, Werner (1901-1976)
1946-06-03;Mittelstaedt, Otto Ernst (1902-);Heisenberg, Werner (1901-1976)
1950-01-20;Heisenberg, Werner (1901-1976);"Salvini, Giorgio (1920-2015); Università degli Studi di Milano. Istituto di Scienze Fisiche ""Aldo Pontremoli"""
1949-12-28;"Salvini, Giorgio (1920-2015); Università degli Studi di Milano. Istituto di Scienze Fisiche ""Aldo Pontremoli""";Heisenberg, Werner (1901-1976)
1950-11-18;Powell, Cecil Frank;Heisenberg, Werner (1901-1976)
1950-11-07;Heisenberg, Werner (1901-1976);Powell, Cecil Frank
1950-11-01;Powell, Cecil Frank;Heisenberg, Werner (1901-1976)
1950-07-19;Powell, Cecil Frank;Heisenberg, Werner (1901-1976)
1950-07-26;Powell, Cecil Frank;Heisenberg, Werner (1901-1976)
1949-11-01;Heisenberg, Werner (1901-1976);Powell, Cecil Frank
1949-10-27;Powell, Cecil Frank;Heisenberg, Werner (1901-1976)
1949-10-13;Heisenberg, Werner (1901-1976);Powell, Cecil Frank
1949-09-27;Powell, Cecil Frank;Heisenberg, Werner (1901-1976)
1949-09-01;Heisenberg, Werner (1901-1976);Powell, Cecil Frank
1949-07-14;Powell, Cecil Frank;Heisenberg, Werner (1901-1976)
1949-06-08;Heisenberg, Werner (1901-1976);Powell, Cecil Frank
1949-06-17;Powell, Cecil Frank;Heisenberg, Werner (1901-1976)
1949-06-14;Heisenberg, Werner (1901-1976);Powell, Cecil Frank
1949-05-05;Powell, Cecil Frank;Heisenberg, Werner (1901-1976)
1950-05-20;Polvani, Giovanni (1892-1970);Heisenberg, Werner (1901-1976)
1949-10-04;Polvani, Giovanni (1892-1970);Heisenberg, Werner (1901-1976)
1949-09-30;Heisenberg, Werner (1901-1976);Polvani, Giovanni (1892-1970)
1945-02-03;Planck, Max (1858-1947);Heisenberg, Werner (1901-1976)
1947-10;Planck, Marga (1882-1949);Heisenberg, Werner (1901-1976)
1949-07-13;"Erhard, Ludwig (1897-1977); Deutschland (Gebiet unter Alliierter Besatzung, Vereinigtes Wirtschaftsgebiet). Verwaltung für Wirtschaft";Heisenberg, Werner (1901-1976)
1948-10-22;"Heisenberg, Werner (1901-1976); Kopfermann, Hans (1895-1963)";"Kösters, Wilhelm (1876-1950); Physikalisch-Technische Anstalt (1949-1950)"
1948-09-23;"Freudenberg, Karl (1886-1983); Chemisches Institut (Heidelberg) (-1968)";Heisenberg, Werner (1901-1976)
1948-05-07;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1948-04-24;"Fraser, Ronald G. J. (1899-1985) [vermutlich]; Scientific Research Branch (Göttingen)";Laue, Max von (1879-1960)
1948-01-06;Deutschland (Gebiet unter Alliierter Besatzung, Vereinigtes Wirtschaftsgebiet). Verwaltung für Wirtschaft. Wissenschaftlicher Beirat;"Fraser, Ronald G. J. (1899-1985) [vermutlich]; Scientific Research Branch (Göttingen)"
1947-05-17;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950); Physikalisch-Technische Reichsanstalt (1887-1953)";Heisenberg, Werner (1901-1976)
1947-02-26;"Fraser, Ronald G. J. (1899-1985); Deutschland (Gebiet unter Alliierter Besatzung, Britische Zone). Kontrollkommission. Research Branch";"Heisenberg, Werner (1901-1976); Correns, Carl W. (1893-1980); Eucken, Arnold (1884-1950); Hahn, Otto (1879-1968); Rein, Hermann (1898-1953); Telschow, Ernst (1889-1988); Windaus, Adolf (1876-1959)"
1947-03-25;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1947-01-11;Bonhoeffer, Karl F. (1899-1957);Heisenberg, Werner (1901-1976)
1947-01-21;Scheunert, Arthur (1879-1957);Heisenberg, Werner (1901-1976)
1946-11-04;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1950-08-16;Roka, Eduard;Heisenberg, Werner (1901-1976)
1950-07-05;Heisenberg, Werner (1901-1976);Teller, Edward (1908-2003)
1950-04-24;Heisenberg, Werner (1901-1976);Teller, Edward (1908-2003)
1950-04-11;Teller, Edward (1908-2003);Heisenberg, Werner (1901-1976)
1949-09-13;Raether, Heinz (1909-1986);Heisenberg, Werner (1901-1976)
1948-04-27;Heisenberg, Werner (1901-1976);Raether, Heinz (1909-1986)
1947-06-22;Raether, Heinz (1909-1986);Heisenberg, Werner (1901-1976)
1947-05-13;Heisenberg, Werner (1901-1976);Raether, Heinz (1909-1986)
1947-04-23;Raether, Heinz (1909-1986);Heisenberg, Werner (1901-1976)
1947-04-17;Heisenberg, Werner (1901-1976);Raether, Heinz (1909-1986)
1947-03-21;Raether, Heinz (1909-1986);Heisenberg, Werner (1901-1976)
1947-02-22;Heisenberg, Werner (1901-1976);Raether, Heinz (1909-1986)
1947-01-23;Raether, Heinz (1909-1986);Heisenberg, Werner (1901-1976)
1947-01-08;Heisenberg, Werner (1901-1976);Raether, Heinz (1909-1986)
1946-12-20;Raether, Heinz (1909-1986);Heisenberg, Werner (1901-1976)
1946-06-13;Heisenberg, Werner (1901-1976);Raether, Heinz (1909-1986)
1946-06-04;Raether, Heinz (1909-1986);Heisenberg, Werner (1901-1976)
1950-08-28;"Stueckelberg von Breidenbach, Ernst Carl Gerlach; Université de Genève. Institut de physique";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-09-14;"Thirring, Walter (1927-2014); School of Theoretical Physics (Dublin)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-08-07;"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";"Heisenberg, Werner (1901-1976); Thirring, Walter (1927-2014); Max-Planck-Institut für Physik (1946-1958); Dublin Institute for Advanced Studies"
1950-06-05;Heisenberg, Werner (1901-1976);"Thirring, Walter (1927-2014); School of Theoretical Physics (Dublin)"
1950-06-24;"Thirring, Walter (1927-2014); School of Theoretical Physics (Dublin)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-05-22;"Thirring, Walter (1927-2014); School of Theoretical Physics (Dublin)";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1949-06-23;Thirring, Walter (1927-2014);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-06-17;Heisenberg, Werner (1901-1976);Thirring, Hans (1888-1976)
1949-05-25;Thirring, Hans (1888-1976);Heisenberg, Werner (1901-1976)
1947-11-14;Heisenberg, Werner (1901-1976);"Thirring, Hans (1888-1976); Institut für theoretische Physik der Universität Wien"
1950-04-19;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1950-04-14;Heisenberg, Werner (1901-1976);"Touschek, Bruno (1921-1978); University of Glasgow"
1950-04-11;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1949-10-28;Heisenberg, Werner (1901-1976);"Touschek, Bruno (1921-1978); University of Glasgow"
1949-10-06;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1948-03-02;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1948-06-27;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1948-04-20;Heisenberg, Werner (1901-1976);"Touschek, Bruno (1921-1978); University of Glasgow"
1948-04-01;Touschek, Bruno (1921-1978);Heisenberg, Werner (1901-1976)
1948-02-23;"Heisenberg, Werner (1901-1976); Cavendish Laboratory (1873-)";Touschek, Bruno (1921-1978)
1948-02-20;Touschek, Bruno (1921-1978);Heisenberg, Werner (1901-1976)
1948-01-31;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1948-01-28;Heisenberg, Werner (1901-1976);Touschek, Bruno (1921-1978)
1948-01-27;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1948-01-26;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1948-01-16;Heisenberg, Werner (1901-1976);"Touschek, Bruno (1921-1978); University of Glasgow"
1948-01-21;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1948-01-12;Heisenberg, Werner (1901-1976);Touschek, Bruno (1921-1978)
1947-11-04;Heisenberg, Werner (1901-1976);"Touschek, Bruno (1921-1978); University of Glasgow"
1947-10-22;Heisenberg, Werner (1901-1976);"Touschek, Bruno (1921-1978); University of Glasgow"
1947-10-10;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1947-10-06;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1947-07-09;Heisenberg, Werner (1901-1976);"Touschek, Bruno (1921-1978); University of Glasgow"
1947-04-05;"Touschek, Bruno (1921-1978); University of Glasgow";Heisenberg, Werner (1901-1976)
1947-03-31;Touschek, Bruno (1921-1978);Heisenberg, Werner (1901-1976)
1949-06-27;Chamnan Nitikasetr, Luang;Heisenberg, Werner (1901-1976)
1950-10-27;"Seeliger, Hans (1908-); Deutschland (Bundesrepublik). Bundesminister für Atomkernenergie (1961-1962)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-12-04;"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";"Ramsauer, Carl (1879-1955); Eickemeyer, Hellmut (1902-); Akademie der Wissenschaften zu Göttingen (1941-)"
1950-12-08;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-11-28;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-11-20;Deutscher Forschungsrat (1949-1951) [vermutlich];Notgemeinschaft der Deutschen Wissenschaft (1920-1951)
1950-11-09;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1950-11-03;"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";Holleck, Ludwig (1904-1976)
1950-11-02;"Lehnartz, Emil (1898-1979); Westfälische Wilhelms-Universität Münster. Physiologisches Institut (1925-)";"Heisenberg, Werner (1901-1976); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)"
1950-10-25;Notgemeinschaft der Deutschen Wissenschaft (1920-1951);Heisenberg, Werner (1901-1976)
1950-10-12;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Notgemeinschaft der Deutschen Wissenschaft (1920-1951)
1950-09-08;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Notgemeinschaft der Deutschen Wissenschaft (1920-1951)
1950-08-26;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-08-25;"Hocker, Alexander (1913-); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";Heisenberg, Werner (1901-1976)
1950-07-26;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-07-25;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-07-12;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";Heisenberg, Werner (1901-1976)
1950-07-11;Gerlach, Walther (1889-1979);"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-07-10;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-07-06;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";Heisenberg, Werner (1901-1976)
1950-07-05;Heisenberg, Werner (1901-1976);Zierold, Kurt (1899-1989)
1950-06-28;Heisenberg, Werner (1901-1976);"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-06-26;Heisenberg, Werner (1901-1976);"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-06-21;"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1950-06-17;Heisenberg, Werner (1901-1976);"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-06-14;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1950-06-12;Laue, Max von (1879-1960);Heisenberg, Werner (1901-1976)
1950-06-01;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";"Zierold, Kurt (1899-1989); Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-05-11;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-03-27;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-03-21;Astronomisches Rechen-Institut Heidelberg (1945-);Notgemeinschaft der Deutschen Wissenschaft (1920-1951)
1950-02-22;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-02-19;Lehnartz, Emil (1898-1979);Heisenberg, Werner (1901-1976)
1950-12-13;Lehnartz, Emil (1898-1979);Heisenberg, Werner (1901-1976)
1950-02-06;"Nölting, Ernst (1902-1967); Nordrhein-Westfalen. ¬Der ¬Wirtschaftsminister";"Lehnartz, Emil (1898-1979); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1950-02-11;"Dölger, Franz (1891-1968); Redaktion der Byzantinischen Zeitschrift";Heisenberg, Werner (1901-1976)
